Gene ID	O1 Ratio
id0	639.0606746925419
id1	144.05725634492094
id2	48.415648903800125
id3	270.47814506333066
id4	649.4861031234344
id5	851.057414350665
id6	671.6725309000487
id7	69.25079755482932
id8	683.5952331337205
id9	747.6642755406268
id10	972.536023798647
id11	113.12242280539564
id12	488.43073848114716
id13	433.29473924884763
id14	584.2263735461779
id15	808.3087833075074
id16	389.3697435632979
id17	602.5644293184328
id18	412.99581081162984
id19	868.8496624112187
id20	224.94252129667137
id21	524.8216942756089
id22	283.5800185291301
id23	632.557568947137
id24	37.763439395463784
id25	562.4245247129597
id26	834.7956547697174
id27	15.822558124879205
id28	316.5262711622519
id29	275.88673401746934
id30	421.6620450478574
id31	855.1060024694613
id32	764.6805142055024
id33	133.74629171040863
id34	601.7138633461184
id35	118.3085383571807
id36	283.31923075347777
id37	95.98473748632274
id38	635.7117926865494
id39	485.7981910639602
id40	98.97276228945185
id41	372.0541949076775
id42	316.7460537983443
id43	98.73712239831545
id44	741.4173135542117
id45	468.04393624095144
id46	356.76715882795287
id47	851.4458991735913
id48	882.2707901883581
id49	232.24574742264625
id50	505.8678555984133
id51	464.89680540385035
id52	882.0629436163357
id53	984.3537628061753
id54	557.178352422783
id55	720.0285673770815
id56	261.6303079101778
id57	970.7607282209188
id58	399.02648944086707
id59	652.4269536039485
id60	213.10119911568782
id61	326.8895977344817
id62	316.0538809489568
id63	214.01659236851899
id64	696.3994758658683
id65	447.2255736391643
id66	812.2673895662687
id67	892.7617451317944
id68	629.1100960223422
id69	164.6907103046581
id70	331.54476799760704
id71	47.9745998190606
id72	170.71376409865437
id73	423.2290089942193
id74	384.9026808130687
id75	266.68173527868487
id76	126.6114777774493
id77	190.94770647840008
id78	758.8734645841245
id79	875.6006111658185
id80	53.024500988687606
id81	205.88533261912357
id82	675.6272079489324
id83	853.629746295629
id84	730.768816681366
id85	772.4556971530311
id86	3.013682589185551
id87	781.3576051447452
id88	294.0674413522177
id89	233.841485270477
id90	871.4885934182898
id91	136.94708523201072
id92	449.9779980045183
id93	934.0894481772424
id94	344.9272334484026
id95	201.8535166736174
id96	904.6772405448471
id97	453.3843694023535
id98	113.6175351472597
id99	75.18645465503037
id100	324.75738507514797
id101	650.9566879150861
id102	530.2643612658736
id103	812.1260919455422
id104	904.854753083855
id105	582.3042755796814
id106	693.624664080517
id107	499.6577758073194
id108	887.3435120268682
id109	670.8860200896446
id110	699.4336907231728
id111	161.98870939431754
id112	185.49279653000528
id113	609.1712009012853
id114	624.5701209371932
id115	748.3631474854102
id116	598.3986503061151
id117	339.9053867236113
id118	287.9480330898988
id119	97.59357794148893
id120	974.1668446584063
id121	125.67973044098868
id122	340.41216440979736
id123	696.4772421528415
id124	77.23627524745203
id125	153.36765556807597
id126	775.9522377625467
id127	253.36842963701366
id128	846.3969984639916
id129	339.71918462058557
id130	527.8409479415029
id131	593.5293551200033
id132	191.97099919178274
id133	5.379388595458168
id134	415.83959340814334
id135	149.48293183885986
id136	473.78743826087265
id137	866.8250835026885
id138	344.40394866914545
id139	367.4433412492742
id140	325.9990198071712
id141	359.1889710671107
id142	316.86269046792756
id143	680.0011968137734
id144	550.4493254415198
id145	647.6682211353299
id146	526.8289696004375
id147	305.59173697394294
id148	387.2153595146782
id149	811.1906122369531
id150	515.6453310539027
id151	26.876621355120257
id152	589.1139904543729
id153	589.2374977938715
id154	143.45131037145487
id155	273.0203393423687
id156	376.3742054492377
id157	771.2003003441093
id158	911.5014054441249
id159	284.94521823319883
id160	528.3420551908747
id161	777.3729746154536
id162	994.6511096092855
id163	877.9992493032302
id164	580.9985588027544
id165	231.6599323832662
id166	195.4671945496803
id167	333.07360501870664
id168	342.2351400760103
id169	358.3052165151507
id170	915.2072083767388
id171	245.05717993453936
id172	711.2454359242204
id173	848.4257832621133
id174	151.95342734115314
id175	736.6183112836537
id176	94.05606482366824
id177	436.8571867133889
id178	482.47372398851985
id179	305.6544631375644
id180	544.1329119804223
id181	805.7980787269646
id182	961.9229938139891
id183	716.3521301361534
id184	125.16427510729422
id185	588.965064237599
id186	884.2856911263444
id187	766.6519354779476
id188	892.5351824968061
id189	188.44709905844348
id190	386.5010373613271
id191	469.0140186311902
id192	320.67227744728075
id193	836.174180672432
id194	950.4999520918242
id195	166.7311739480668
id196	965.3520304396227
id197	832.8928386886518
id198	959.9231557703533
id199	374.63895101662814
id200	643.2295090917605
id201	179.76618675119215
id202	602.0775264647222
id203	680.922673737058
id204	435.2587176967285
id205	881.19395421551
id206	570.7284719636522
id207	875.8237152665002
id208	376.3399392823072
id209	42.173876030810796
id210	221.61366435715345
id211	583.3983850062832
id212	780.4429046849993
id213	509.5024671721442
id214	60.103475064960385
id215	64.08484079400456
id216	768.6196871201807
id217	213.33994760637188
id218	699.2221190051353
id219	528.684343939895
id220	716.7343412702517
id221	554.1405128205503
id222	716.2829086230613
id223	258.4653705025637
id224	20.400706555461333
id225	149.67572532558003
id226	157.67940330380316
id227	61.45032915833948
id228	786.5342233002725
id229	7.855266051286058
id230	793.9142696749001
id231	111.54616587847555
id232	804.0869652757405
id233	723.2762570202098
id234	610.7357671933771
id235	15.03206269761337
id236	420.94981637582055
id237	608.9082388008725
id238	437.29168139159225
id239	28.018316722480563
id240	759.669294676582
id241	769.0481315898957
id242	58.49877226090206
id243	708.8428940926991
id244	41.541010192199465
id245	995.6555643563954
id246	636.3657849447966
id247	930.972932819638
id248	656.805285536359
id249	27.405953167563336
id250	773.7960142003312
id251	104.83064323018421
id252	18.08506817794342
id253	149.27487436312015
id254	94.43577841557138
id255	661.0642558454884
id256	164.87016070851868
id257	330.1940560710185
id258	783.4229365512025
id259	333.1362499358457
id260	548.7654087487655
id261	97.29583839002586
id262	136.42971939196357
id263	543.7028679967947
id264	422.38536453233223
id265	127.48955623218838
id266	798.1823236113786
id267	247.110315744139
id268	779.1912118945318
id269	100.58977070339925
id270	36.6795841559
id271	909.434615269871
id272	847.2305395048587
id273	702.9428683231157
id274	95.62140849352218
id275	917.8437015276339
id276	726.6537395714796
id277	796.4752027400381
id278	395.097147951564
id279	602.6619846218908
id280	879.045771476211
id281	675.3122685579381
id282	109.37305756090521
id283	228.36875072107543
id284	826.0256644285375
id285	20.595384723749
id286	440.65691846550783
id287	763.8640968305672
id288	595.2297366579533
id289	633.8483865207941
id290	729.0071534767387
id291	977.6868622338553
id292	163.70983923235295
id293	280.22393691385736
id294	391.09262659493794
id295	420.47118256966576
id296	391.9404305410375
id297	5.1851389436623485
id298	564.2985561462368
id299	154.77930316054122
id300	716.043600354208
id301	101.65506841482863
id302	247.71314155597503
id303	671.550500727867
id304	171.50462610317373
id305	499.39324955439736
id306	677.8178159396633
id307	292.75694813034283
id308	158.56473220962374
id309	724.3344871781711
id310	654.244485771679
id311	501.45918650882845
id312	727.6421230038485
id313	732.8525624451615
id314	539.7507130017723
id315	63.3055150301981
id316	62.5457895108632
id317	864.3871583554004
id318	698.6037495364166
id319	507.6208318777733
id320	269.91141943462713
id321	875.5995389506797
id322	208.85334092827355
id323	521.5824980324196
id324	545.2023454295876
id325	520.1985934267777
id326	786.5115883469409
id327	77.58179998251136
id328	278.78248834334397
id329	420.8060039254835
id330	993.4484584374467
id331	661.721883373846
id332	689.9823468176161
id333	42.70517906409299
id334	965.849125248503
id335	800.5035471230018
id336	132.74366967942476
id337	424.0455835636324
id338	96.36970065766337
id339	193.1031691924031
id340	303.34163049298047
id341	943.0506826376194
id342	330.66600814159096
id343	148.2472593711669
id344	198.84808470746574
id345	810.0039528041488
id346	997.7598132431989
id347	697.5407674174392
id348	824.4131319165157
id349	160.26439117144585
id350	383.7453922435512
id351	711.2070997668061
id352	328.10659148689234
id353	594.2891332999747
id354	579.6290315525135
id355	577.5499588424527
id356	453.97489242023926
id357	761.6176108753846
id358	486.63232197920615
id359	524.0480379151951
id360	947.132873829337
id361	117.99817606052376
id362	246.08005867402716
id363	455.84584445502395
id364	819.1240610366348
id365	298.3146173570064
id366	776.0318114859442
id367	266.5048782871822
id368	187.44751146820693
id369	642.6965517020254
id370	543.1058166876348
id371	936.2314716031507
id372	740.0623919708652
id373	289.1744185635542
id374	175.48280743475496
id375	374.3986155095628
id376	743.8467504119498
id377	903.4661577326383
id378	31.866104572017882
id379	886.0313620059615
id380	915.3999345761285
id381	554.9592789962569
id382	381.2141470881692
id383	346.0261443506744
id384	403.2426647532964
id385	467.67861598381955
id386	419.3495681139988
id387	650.226627638588
id388	592.3831097781803
id389	376.00665781943434
id390	951.0891348808316
id391	779.0798624709261
id392	435.3805555658582
id393	997.1498217689913
id394	200.32719718638037
id395	857.4480877636844
id396	538.4532365098819
id397	695.8205764621445
id398	875.5444853652173
id399	923.2533799077208
id400	286.8402409074555
id401	761.3321571106682
id402	314.50350988135733
id403	727.98350608415
id404	880.5419330697993
id405	843.2786734539885
id406	259.43029306112265
id407	783.6893443732615
id408	269.7271347156199
id409	999.2005009804436
id410	572.771810229295
id411	43.95524953083352
id412	628.5095091197745
id413	496.1111781596645
id414	993.6571421298918
id415	60.4259316108261
id416	186.45959725129046
id417	977.4883371342876
id418	856.4796864405444
id419	191.82451001151813
id420	949.1328700930436
id421	858.308307023045
id422	545.5565470254295
id423	458.99804714090544
id424	82.05873054763136
id425	842.9302042462626
id426	343.61089053092707
id427	937.3786812076091
id428	507.04869955053357
id429	274.1118744011125
id430	246.86100840631676
id431	157.34967688408042
id432	565.3468109473466
id433	616.1668410771779
id434	265.7902356551388
id435	843.3576517652104
id436	439.05873182955503
id437	751.2478376653662
id438	708.2099425163073
id439	464.21335103564667
id440	390.4606886476124
id441	924.9690255121238
id442	950.0172124244482
id443	489.87553991178936
id444	778.2029028742688
id445	116.05568040974401
id446	239.08788007622562
id447	954.1132555364085
id448	240.0864431935492
id449	324.4366017644418
id450	149.03498288468177
id451	907.7942641444652
id452	394.0068861183337
id453	773.1710777711904
id454	402.1008278160996
id455	614.1481417791667
id456	901.8213193655508
id457	301.82886594342494
id458	914.2410420267405
id459	885.2048268206098
id460	765.310270695693
id461	292.41806807687755
id462	80.4973749550616
id463	787.7102336191975
id464	279.06955277635916
id465	313.682513710659
id466	515.0452145784164
id467	57.172876660148034
id468	152.08137475984796
id469	295.56682464692665
id470	687.8407432316548
id471	950.2963642846282
id472	927.8779829633289
id473	452.8734766844937
id474	158.58214866768762
id475	938.9045834524396
id476	982.6253162660225
id477	365.61355744043743
id478	398.73777419621416
id479	602.5677732230107
id480	61.11795153306476
id481	593.2787097565229
id482	513.6836537312923
id483	312.4892941195844
id484	522.5912371390203
id485	951.2385266149665
id486	529.5315366556939
id487	815.8145794131586
id488	211.4195843095499
id489	109.69459125568825
id490	293.0178877965687
id491	627.3749959784478
id492	142.1852510271141
id493	489.09848162042323
id494	447.8633319157771
id495	214.98136862912943
id496	994.2647687784334
id497	520.6676777489216
id498	397.3009128737153
id499	324.73300419918803
id500	747.9950925211557
id501	216.61009649339158
id502	640.0107424577336
id503	434.4100080429674
id504	662.6451269442737
id505	651.8944530621975
id506	375.4876757405221
id507	245.86801106128985
id508	195.83279217008743
id509	397.87999226653017
id510	814.9077177617004
id511	331.45601389437593
id512	394.69113843120897
id513	167.84605918007068
id514	204.84788070266225
id515	534.8298171473372
id516	751.0019288667462
id517	935.4382524351834
id518	173.7531566493369
id519	493.1346973726485
id520	505.67866178979136
id521	569.2745219477018
id522	644.8336402482427
id523	695.3830087354005
id524	912.3950463276663
id525	590.4313576719846
id526	224.1138382964949
id527	820.9534069884425
id528	25.819284511936825
id529	4.256407079379132
id530	668.6446607523462
id531	712.4907003645964
id532	166.82828442966846
id533	283.93073792642673
id534	767.4286902800809
id535	229.08593611853513
id536	335.2404144405986
id537	490.43044174928275
id538	726.3975734787799
id539	398.4688080003699
id540	490.01875997287914
id541	202.013501399532
id542	938.819701917365
id543	741.0455555621767
id544	797.5617740441181
id545	396.085223533015
id546	843.8055033108908
id547	373.96690471883096
id548	660.6114868626466
id549	677.2710840451791
id550	428.1165532183028
id551	520.0128962543697
id552	583.4741580877946
id553	277.7532316006763
id554	810.2740458744081
id555	343.93201257798887
id556	703.6617204572832
id557	69.40277396899397
id558	261.0007370956997
id559	617.974627884633
id560	125.72700441391882
id561	421.9674332933636
id562	960.3201701672667
id563	578.7114645516009
id564	29.979225501462036
id565	117.54951910023182
id566	769.1755522497896
id567	478.8297173601217
id568	896.9308693308105
id569	688.8368276437428
id570	302.21991188556643
id571	760.4513615568329
id572	87.74052375554709
id573	487.0250246616226
id574	628.4682733632808
id575	480.61898189366116
id576	451.5810220459804
id577	505.0968985976049
id578	997.7914863193319
id579	604.9465870880954
id580	592.7754642784922
id581	483.10003310034745
id582	93.7706748577628
id583	52.034564193378706
id584	923.708629623562
id585	104.29171437782946
id586	447.2198871729021
id587	919.0986437179306
id588	653.9344928495582
id589	154.49586168254126
id590	809.7242222981097
id591	148.3654394152586
id592	421.56548613081844
id593	361.7432955703773
id594	482.8291307970384
id595	4.137788067376413
id596	359.94247919873914
id597	259.2439174289369
id598	826.0560555417078
id599	122.03512686988793
id600	10.748779805608288
id601	821.9650107254776
id602	425.7085772660284
id603	564.765557143328
id604	644.1458883130831
id605	815.5670932306922
id606	696.4721596755304
id607	272.88796201388135
id608	227.17197856948502
id609	766.1751212425299
id610	9.09962934790498
id611	534.3738422703576
id612	493.5591023347352
id613	210.43932523875952
id614	790.0139744977588
id615	613.3802581794422
id616	311.2882606630922
id617	417.566556329056
id618	422.44860750170966
id619	476.49704309876984
id620	818.6163738440794
id621	88.47971455473957
id622	193.78448840968156
id623	633.8323633952607
id624	604.9725036733006
id625	631.9892409678934
id626	980.0327501504289
id627	472.65321204719066
id628	550.0354778141322
id629	493.8372623485803
id630	835.9503133437336
id631	102.89802370859414
id632	802.4683257839754
id633	671.7014823660609
id634	168.06498090134147
id635	656.7307589143722
id636	779.1996994917556
id637	987.7227480909331
id638	707.9258983521153
id639	188.40739363785497
id640	996.8062446738843
id641	909.8462535317536
id642	74.18398218047307
id643	806.0767079748991
id644	8.463756105264286
id645	714.2436286621729
id646	314.6460581068856
id647	433.73972518594263
id648	713.0993510360875
id649	563.3089018046318
id650	453.2358204499215
id651	649.4428910289607
id652	827.7906845347663
id653	637.1985997846044
id654	731.8331900028098
id655	374.8821132965483
id656	370.12259939522085
id657	801.6124711631538
id658	933.2533420997881
id659	801.9463294911974
id660	584.1252257895881
id661	420.4877347927628
